Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
2411,Round 2,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),24820.0,24820
2414,Round 2,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,Open (PwD),53060.0,53060
2417,Round 2,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,53972.0,55552
2418,Round 2,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,15507.0,17095
2419,Round 2,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,SC,6582.0,10656
2423,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,45339.0,52549
2424,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,7141.0,7141
2425,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,8305.0,8305
2428,Round 2,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,SC,10567.0,14866
2431,Round 2,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,SC,10558.0,14043
2432,Round 2,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,SC,4109.0,8267
2446,Round 2,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,SC,6701.0,8807
2448,Round 2,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,SC,2715.0,7044
2454,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,SC,7066.0,10398
2455,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,SC,21216.0,24561
2460,Round 2,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,3055.0,7490
2469,Round 2,"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,SC,54875.0,59084
2470,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Food Technology,B.E/B. Tech,Home State,SC,63929.0,64778
2471,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,SC,19411.0,22693
2472,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,SC,15184.0,19958
2474,Round 2,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B. Tech,Home State,SC,23644.0,26283
2475,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,SC,13485.0,20481
2476,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,SC,16347.0,22143
2477,Round 2,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,SC,8954.0,17900
2478,Round 2,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,SC,18335.0,24570
2479,Round 2,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B. Tech,Home State,SC,20887.0,20887
2480,Round 2,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,SC,4018.0,6387
2481,Round 2,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B. Tech,Home State,SC,47172.0,47172
2500,Round 2,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,SC,2895.0,5350
2501,Round 2,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B. Tech,Home State,SC,17186.0,17186
2502,Round 2,"Calcutta Institute of Technology, Uluberia, Howrah",Chemical Engineering,B.E/B. Tech,Home State,SC,46804.0,60980
2506,Round 2,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,SC,7227.0,8901
2512,Round 2,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,SC,1253.0,3891
2513,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,SC,8552.0,13502
2514,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,SC,14662.0,18577
2515,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,SC,7276.0,9464
2516,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B. Tech,Home State,SC,15797.0,20219
2517,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,SC,13747.0,17120
2518,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,SC,14473.0,19560
2519,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,8745.0,11890
2520,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,SC,7129.0,9081
2521,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,9486.0,11576
2522,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,SC,4321.0,5809
2523,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,Home State,SC,50607.0,52685
2524,Round 2,"Future Institute of Engineering & Management, Sonarpur",Information Technology,B.E/B. Tech,Home State,SC,42996.0,46133
2525,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,44589.0,46745
2526,Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,SC,62315.0,64769
2528,Round 2,University Of Calcutta,Electrical Engineering,B.E/B. Tech,Home State,SC,6222.0,6415
2529,Round 2,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,5255.0,5255
2530,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,SC,11408.0,13944
2531,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,SC,554.0,1406
2532,Round 2,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,20253.0,31212
2533,Round 2,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,SC,4717.0,5619
2534,Round 2,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,SC,8488.0,10716
2537,Round 2,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,Home State,SC,17739.0,17739
2538,Round 2,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,SC,1639.0,6174
2539,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,SC,14957.0,20317
2541,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B. Tech,Home State,SC,48963.0,49468
2542,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,Home State,SC,11139.0,11139
2543,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,SC,15074.0,19294
2544,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,SC,8602.0,13159
2545,Round 2,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,Home State,SC,17857.0,17857
2546,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,SC,584.0,2295
2547,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,SC,13220.0,17576
2548,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B. Tech,Home State,SC,11714.0,15471
2549,Round 2,"Rcc Institute of Information Technology, Kolkata",Electrical Engineering,B.E/B. Tech,Home State,SC,39426.0,62512
2550,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,SC,6805.0,11155
2551,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,SC,3529.0,7236
2552,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B. Tech,Home State,SC,12790.0,17650
2553,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,Home State,SC,14450.0,17420
2554,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B. Tech,Home State,SC,53005.0,53668
2555,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,SC (PwD),31745.0,31920
2556,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,SC (PwD),55059.0,55059
2557,Round 2,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,SC (PwD),47375.0,47375
2558,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,SC (PwD),26517.0,26517
2561,Round 2,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,SC (PwD),23943.0,23943
2564,Round 2,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,ST,26821.0,33211
2566,Round 2,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,ST,8855.0,12246
2576,Round 2,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B. Tech,Home State,ST,47035.0,47035
2577,Round 2,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,ST,56010.0,56010
2578,Round 2,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,ST,42296.0,55189
2579,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,ST,60125.0,60125
2581,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,ST,32100.0,48446
2585,Round 2,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,ST,12230.0,16913
2588,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,ST,46672.0,46672
2589,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,ST,28625.0,35662
2592,Round 2,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,ST,27768.0,28883
2593,Round 2,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,ST,35557.0,35557
2595,Round 2,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,ST,56764.0,56764
2598,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,ST,40672.0,40672
2599,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,ST,33303.0,33303
2601,Round 2,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,ST,14838.0,33163
2613,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,OBC - A,18624.0,27334
2614,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,OBC - A,13416.0,15299
2615,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,OBC - A,16675.0,30640
2616,Round 3,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,OBC - A,4177.0,7233
2617,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,15806.0,20851
2618,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,16277.0,30118
2619,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,6182.0,11750
2620,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,12342.0,20689
2621,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,19164.0,20556
2622,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,10086.0,14734
2623,Round 3,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,OBC - A,2508.0,3438
2624,Round 3,University Of Calcutta,Electrical Engineering,B.E/B. Tech,Home State,OBC - A,5998.0,5998
2625,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - A,43823.0,43823
2626,Round 3,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - A,9918.0,13280
2627,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,OBC - A,4764.0,6505
2628,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - A,10864.0,13866
2629,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,OBC - A,7305.0,9071
2630,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,OBC - A,11654.0,16907
2631,Round 3,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,OBC - A,11610.0,15041
2632,Round 3,Jadavpur University,Information Technology,B.E/B. Tech,Home State,OBC - A,869.0,2030
2634,Round 3,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,OBC - A,4454.0,4713
2635,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,29123.0,38147
2636,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,6002.0,12532
2637,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,23412.0,36518
2638,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,17107.0,31385
2639,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,21005.0,30999
2640,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,12678.0,15890
2641,Round 3,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,3402.0,5469
2642,Round 3,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,OBC - A,1322.0,5833
2643,Round 3,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,OBC - A,8561.0,8561
2658,Round 3,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,OBC - A,6041.0,7047
2659,Round 3,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,OBC - A,11409.0,20185
2660,Round 3,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,OBC - A,18512.0,34282
2661,Round 3,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B. Tech,Home State,OBC - A,30011.0,43214
2663,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,OBC - A,16812.0,46122
2664,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,OBC - A,14127.0,38578
2665,Round 3,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,OBC - A,32361.0,40302
2666,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,OBC - A,23880.0,28196
2667,Round 3,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,OBC - A,13346.0,23467
2669,Round 3,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,OBC - A,37452.0,51212
2674,Round 3,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,3164.0,4199
2679,Round 3,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,OBC - A,2567.0,3341
2684,Round 3,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,OBC - A,7689.0,11552
2691,Round 3,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,OBC - A,7142.0,9168
2695,Round 3,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,OBC - A,19496.0,19496
2696,Round 3,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,OBC - A,7909.0,7909
2699,Round 3,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,OBC - A,6617.0,12943
